Я0313    ;Оператор линии в производстве пищевой продукции (бригада фаршевой линии нижаль);Бригада фаршевой линии Nijal отделения производства полуфабрикатов сырьевого цеха;;;;;;;1;;;;;1;1;;;1
Я0412    ;Руководитель отдела (подбора, обучения и развития персонала);Отдел подбора, обучения и развития персонала;1;;;;1;;1;;;;;;1;;;1
Я0391    ;Тренинг-менеджер;Отдел подбора, обучения и развития персонала;1;;;;1;;1;;;;;;1;;;1
Я0227    ;Директор по продажам транснациональным и федеральным клиентам;Отдел продаж транснациональным и федеральным клиентам;1;;;;1;;1;;;;;;1;;;1
Я0175-2  ;Координатор (ТИФ);Отдел продаж транснациональным и федеральным клиентам;1;;;;1;;1;;;;;;1;;;1
Я0261    ;Курьер;Отдел продаж транснациональным и федеральным клиентам;1;;;;1;;1;;;;;;1;;;1
205      ;Менеджер;Отдел продаж транснациональным и федеральным клиентам;1;;;;1;;1;;;;;;1;;;1
206Р     ;Мерчендайзер;Отдел продаж транснациональным и федеральным клиентам;1;;;;1;;1;;;;;;1;;;1
Я0405    ;Старший супервайзер ;Отдел продаж транснациональным и федеральным клиентам;1;;;;1;;1;;;;;;1;;;1
Я0283    ;Супервайзер (IIкат);Отдел продаж транснациональным и федеральным клиентам;1;;;;1;;1;;;;;;1;;;1
Я0266    ;Территориальный менеджер;Отдел продаж транснациональным и федеральным клиентам;1;;;;1;;1;;;;;;1;;;1
Я0028    ;Торговый представитель;Отдел продаж транснациональным и федеральным клиентам;1;;;;1;;1;;;;;;1;;;1
Я0414    ;Торговый представитель;Отдел продаж транснациональным и федеральным клиентам;1;;;;1;;1;;;;;;1;;;1
Я0368    ;Торговый представитель (1 кат);Отдел продаж транснациональным и федеральным клиентам;1;;;;1;;1;;;;;;1;;;1
Я0358    ;Торговый представитель 2кат (ТИФ);Отдел продаж транснациональным и федеральным клиентам;1;;;;1;;1;;;;;;1;;;1
120      ;Технолог;Отдел развития;1;1;1;1;1;;1;;;;;1;1;1;1;1
Я0390    ;Технолог(отдел развития);Отдел развития;1;1;1;1;1;;1;;;;;1;1;1;1;1
Я0252    ;Руководитель отдела;Отдел сервисного обслуживания клиентов;1;;;;1;;1;;;;;;1;;;1
1029Р    ;Специалист (по приему и обработке заказов);Отдел сервисного обслуживания клиентов;1;;;;1;;1;;;;;;1;;;1
Я0231    ;Директор по торговому маркетингу;Отдел торгового маркетинга;1;;;;1;;1;;;;;;1;;;1
Я0128    ;Категорийный менеджер;Отдел торгового маркетинга;1;;;;1;;1;;;;;;1;;;1
3232     ;Менеджер по торговому маркетингу;Отдел торгового маркетинга;1;;;;1;;1;;;;;;1;;;1
Я0290    ;Промоутер;Отдел торгового маркетинга;1;;;;1;;1;;;;;;1;;;1
Я0145    ;Супервайзер;Отдел торгового маркетинга;1;;;;1;;1;;;;;;1;;;1
1068     ;Водитель автомобиля ((экспедитор)ГАЗ);Отдел транспортной логистики и доставки;;;;;1;1;1;;;;;;1;1;;1
Я0206    ;Водитель автомобиля (экспедитор MAN);Отдел транспортной логистики и доставки;;;;;1;1;1;;;;;;1;1;;1
1252     ;Водитель автомобиля (экспедитор);Отдел транспортной логистики и доставки;;;;;1;1;1;;;;;;1;1;;1
Я0256    ;Водитель автомобиля (экспедитор)ISUZU);Отдел транспортной логистики и доставки;;;;;1;1;1;;;;;;1;1;;1
204      ;Диспетчер;Отдел транспортной логистики и доставки;1;;;;1;1;1;;;;;;1;;;1
10005    ;Диспетчер (старший);Отдел транспортной логистики и доставки;1;;;;1;1;1;;;;;;1;;;1
Я0254    ;Диспетчер по организации перевозок;Отдел транспортной логистики и доставки;1;;;;1;1;1;;;;;;1;;;1
Я0292    ;Руководитель отдела ОТЛИД;Отдел транспортной логистики и доставки;1;;;;1;1;1;;;;;;1;;;1
Я0084    ;Руководитель отдела;Отдел управленческого учета и отчетности;1;;;;1;1;1;;;;;;1;;;1
Я0196    ;Финансовый аналитик;Отдел управленческого учета и отчетности;1;;;;1;;1;;;;;;1;;;1
Я0245    ;Финансовый аналитик по логистике;Отдел управленческого учета и отчетности;1;;;;1;;1;;;;;;1;;;1
Я0244    ;Экономист по калькуляции и анализу себестоимости;Отдел управленческого учета и отчетности;1;;;;1;;1;;;;;;1;;;1
Я0070    ;Ведущий специалист (по ценообразованию и анализу цен);Отдел ценообразования и анализа продаж;1;;;;1;;1;;;;;;1;;;1
Я0294    ;Руководитель отдела (ценообразования и анализа);Отдел ценообразования и анализа продаж;1;;;;1;;1;;;;;;1;;;1
Я0199    ;Финансовый контролер;Отдел ценообразования и анализа продаж;1;;;;1;;1;;;;;;1;;;1
119      ;Боец скота;Отделение первичной переработки скота сырьевого цеха;;;;1;1;;1;;;;;;1;;1;1
31       ;Грузчик (ОППС);Отделение первичной переработки скота сырьевого цеха;;;;1;1;;1;;;;;;1;;1;1
10.      ;Обработчик мясных туш;Отделение первичной переработки скота сырьевого цеха;;;;1;1;;1;;;;;;1;;1;1
1800     ;Приемщик скота;Отделение первичной переработки скота сырьевого цеха;;;;1;1;;1;;;;;;1;;1;1
153      ;Разборщик субпродуктов;Отделение первичной переработки скота сырьевого цеха;;;;1;1;;1;;;;;;1;;1;1
Я0035    ;Старший мастер (ОППС);Отделение первичной переработки скота сырьевого цеха;1;;;1;1;;1;;1;;;;1;;1;1
9999     ;Аппаратчик термической обработки мясопродуктов;Отделение производства колбасных изделий цеха производства колбасных изделий и деликатесов;;;;;;;1;;;;;1;1;;;1
49       ;Варщик пищевого сырья и продуктов;Отделение производства колбасных изделий цеха производства колбасных изделий и деликатесов;;;;;;;1;;;;;1;1;;;1
Я0316    ;Мастер (отделение производства колбасных изделий);Отделение производства колбасных изделий цеха производства колбасных изделий и деликатесов;;;;;;;1;;;;;1;1;;;1
259      ;Оператор линии (поликлип);Отделение производства колбасных изделий цеха производства колбасных изделий и деликатесов;;;;;;;1;;;;;1;1;;;1
Я0321    ;Оператор линии (ручная вязка);Отделение производства колбасных изделий цеха производства колбасных изделий и деликатесов;;;;;;;1;;;;;1;1;;;1
Я0320    ;Оператор линии (таусенд);Отделение производства колбасных изделий цеха производства колбасных изделий и деликатесов;;;;;;;1;;;;;1;1;;;1
1122     ;Подготовщик сырья (оболочки);Отделение производства колбасных изделий цеха производства колбасных изделий и деликатесов;;;;;;;1;;;;;1;1;;;1
016      ;Помощник составителя фарша;Отделение производства колбасных изделий цеха производства колбасных изделий и деликатесов;;;;;;;1;;;;;1;1;;;1
Я0317    ;Резчик мясопродуктов (отделение производства колбасных изделий);Отделение производства колбасных изделий цеха производства колбасных изделий и деликатесов;;;;;;;1;;;;;1;1;;;1
Я0318    ;Составитель  фарша (отделение производства колбасных изделий);Отделение производства колбасных изделий цеха производства колбасных изделий и деликатесов;;;;;;;1;;;;;1;1;;;1
1000Р    ;Составитель смесей;Отделение производства колбасных изделий цеха производства колбасных изделий и деликатесов;;;;;;;1;;;;;1;1;;;1
0164     ;Старший аппаратчик термической обработки мясопродуктов;Отделение производства колбасных изделий цеха производства колбасных изделий и деликатесов;;;;;;;1;;;;;1;1;;;1
Я0380    ;Транспортировщик (на специях);Отделение производства колбасных изделий цеха производства колбасных изделий и деликатесов;;;;;;;1;;;;;1;1;;;1
Я0377    ;Транспортировщик (на термообработке);Отделение производства колбасных изделий цеха производства колбасных изделий и деликатесов;;;;;;;1;;;;;1;1;;;1
Я0369    ;Транспортировщик (на формовке);Отделение производства колбасных изделий цеха производства колбасных изделий и деликатесов;;;;;;;1;;;;;1;1;;;1
126      ;Формовщик колбасных изделий;Отделение производства колбасных изделий цеха производства колбасных изделий и деликатесов;;;;;;;1;;;;;1;1;;;1
Я0310    ;Мастер (отделение производства полуфабрикатов));Отделение производства полуфабрикатов сырьевого цеха;;;;;;;1;;;;;1;1;;;1
104.     ;Старший мастер;Отделение производства полуфабрикатов сырьевого цеха;;;;;;;1;;;;;1;1;;;1
Я0323    ;Грузчик (на термообработке);Отделение сырокопчения и производства деликатесов цеха производства колбасных изделий и деликатесов;;;;;;;1;;;;;1;1;;;1
1\45     ;Засольщик мяса и мясопродуктов;Отделение сырокопчения и производства деликатесов цеха производства колбасных изделий и деликатесов;;;;;;;1;;;;;1;1;;;1
Я0322    ;Мастер (отделение сырокопчения и производства деликатесов);Отделение сырокопчения и производства деликатесов цеха производства колбасных изделий и деликатесов;;;;;;;1;;;;;1;1;;;1
Я0378    ;Транспортировщик (на деликатесах);Отделение сырокопчения и производства деликатесов цеха производства колбасных изделий и деликатесов;;;;;;;1;;;;;1;1;;;1
Я0379    ;Транспортировщик (на ск);Отделение сырокопчения и производства деликатесов цеха производства колбасных изделий и деликатесов;;;;;;;1;;;;;1;1;;;1
0032Р    ;Грузчик (комплектовщик);Отделение упаковки ГП;;;1;;;;1;;;;;;1;;;1
Я0337    ;Грузчик (отделение упаковки);Отделение упаковки ГП;;;1;;;;1;;;;;;1;;;1
Я0373    ;Комплектовщик;Отделение упаковки ГП;;;1;;;;1;;;;;;1;;;1
263Р     ;Маркировщик;Отделение упаковки ГП;;;1;;;;1;;;;;;1;;;1
Я0374    ;Маркировщик (на линии);Отделение упаковки ГП;;;1;;;;1;;;;;;1;;;1
Я0331    ;Мастер (отделение упаковки ГП);Отделение упаковки ГП;;;1;;;;1;;;;;;1;;;1
1011Р-2  ;Машинист упаковочной машины;Отделение упаковки ГП;;;1;;;;1;;;;;;1;;;1
1134Р    ;Оператор-контролер;Отделение упаковки ГП;;;1;;;;1;;;;;;1;;;1
448Р     ;Руководитель отделения упаковки;Отделение упаковки ГП;;;1;;;;1;;;;;;1;;;1
Я0351    ;Старший мастер (отделение УГП);Отделение упаковки ГП;;;1;;;;1;;;;;;1;;;1
Я0372    ;Транспортировщик;Отделение упаковки ГП;;;1;;;;1;;;;;;1;;;1
9998Р    ;Укладчик- упаковщик;Отделение упаковки ГП;;;1;;;;1;;;;;;1;;;1
238      ;Менеджер по планированию;Планово- производственный отдел;1;;;1;1;;1;;;;;1;1;;1;1
369      ;Руководитель отдела (планово производственного);Планово- производственный отдел;1;;;1;1;;1;;;;;1;1;;1;1
99РСh    ;Специалист по управлению производством (SAP);Планово- производственный отдел;1;;;1;1;;1;;;;;1;1;;1;1
Я0416    ;Старший менеджер по планированию;Планово- производственный отдел;1;;;1;1;;1;;;;;1;1;;1;1
Я0160    ;Старший специалист по управлению производством (SAP);Планово- производственный отдел;1;;;1;1;;1;;;;;1;1;;1;1
2023     ;Заведующий складами;Производственные склады;1;;;;1;1;1;;;1;;;1;;;1
К25      ;Кладовщик склада №2, 5;Производственные склады;1;;;;1;1;1;;;1;;;1;;;1
231      ;Дворник;Санитарная смена;;;;;1;1;1;;;;;;1;;;1
1079     ;Инспектор- врач;Санитарная смена;;;1;1;1;1;1;;1;1;;1;1;1;1;1
Я0415    ;Младший инспектор врач;Санитарная смена;;;1;1;1;1;1;;1;1;;1;1;1;1;1
Я0383    ;Мойщик тары;Санитарная смена;;;;;;;1;;;;;1;1;;;1
1070     ;Оператор моечной установки;Санитарная смена;;;;;;1;1;;;;;;1;1;;1
Я0410    ;Оператор стиральных машин;Санитарная смена;;;;;1;;1;;;;;;1;;;1
Я0417    ;Уборщик производственных и служебных помещений (сменный);Санитарная смена;;;;;1;;1;;;;;;1;;;1
К88      ;Уборщик производственных и служебных помещений.;Санитарная смена;;;;;1;1;1;;;;;;1;;;1
246Р     ;Водитель погрузчика;Склад  вспомогательных материалов № 5;;;;;1;1;1;;;;;;1;;;1
1212Р    ;Старший кладовщик;Склад  вспомогательных материалов № 5;;;;;1;1;1;;;;;;1;;;1
Я0376    ;Транспортировщик;Склад  вспомогательных материалов № 5;;;;;1;1;1;;;;;;1;;;1
Я0303    ;Кладовщик (склад ГП);Склад готовой продукции;;;;;;;1;;;;;;1;1;;1
222Р     ;Комплектовщик товаров;Склад готовой продукции;;;;;;;1;;;;;;1;1;;1
242Р     ;Мастер (склад ГП);Склад готовой продукции;;;;;;1;1;;;;;;1;1;;1
46Р      ;Приемо-сдатчик пищевой продукции;Склад готовой продукции;;;;;;;1;;;;;;1;1;;1
Я0168    ;Старший мастер;Склад готовой продукции;;;;;1;;1;;;;;;1;1;;1
К33      ;Кладовщик;Склад живого скота и продуктов убоя №1;;;;;1;;1;;1;;;;1;;;1
Я0375    ;Транспортировщик;Склад живого скота и продуктов убоя №1;;;;;1;;1;;1;;;;1;;;1
1547Р    ;Кладовщик (запасных частей);Склад запасных частей (технического и транспортного назначения) №9;;;;;;;1;;;;1;;1;;;1
К28      ;Водитель погрузчика;Склад мясосырья №2;;;;1;1;;1;;;1;;;1;;1;1
112.Р    ;Транспортировщик;Склад мясосырья №2;;;;1;1;;1;;;1;;;1;;1;1
К31      ;Кладовщик;Склад спецодежды №4 и канцтоваров;1;;;;;1;1;;;;;;1;;;1
Я0401    ;Заведующий хозяйством;Служба персонала;;;;;1;;1;;;;;;1;;;1
К38      ;Специалист по возврату дебиторской задолженности;Служба по внутреннему учету и администрированию;1;;;;1;;1;;;;;;1;;;1
Я0342    ;Менеджер по системе менеджмента качества;Служба по качеству;1;;;;1;;1;;;;;;1;;;1
1008     ;Специалист (по сертификации);Служба по качеству;1;;;;1;;1;;;;;;1;;;1
Я0343    ;Специалист по внутреннему аудиту;Служба по качеству;1;;;;1;;1;;;;;;1;;;1
Я0216    ;Бюджетный контролер;Служба по экономике и финансам;1;;;;1;;1;;;;;;1;;;1
Я0065    ;Специалист казначейства;Служба по экономике и финансам;1;;;;1;;1;;;;;;1;;;1
8888.    ;Руководитель службы;Служба складской логистики;1;;1;;1;1;1;;1;1;1;;1;1;;1
251      ;Помощник мастера;Сырьевой цех;;;;;;;1;;;;;1;1;;;1
1259     ;Руководитель цеха (сырьевой);Сырьевой цех;1;;;;;;1;;;;;1;1;;;1
Я0276    ;Водитель автомобиля ;Транспортный цех;1;;;;1;1;1;;;;;;1;;;1
Я0356    ;Водитель автомобиля (в коммерческой службе);Транспортный цех;1;;;;1;1;1;;;;;;1;;;1
10.0.    ;Водитель автомобиля (дежурный);Транспортный цех;1;;;;1;1;1;;;;;;1;;;1
К27      ;Водитель автомобиля (персональный);Транспортный цех;1;;;;1;1;1;;;;;;1;;;1
1060     ;Водитель автомобиля (по доставке сотрудников);Транспортный цех;1;;;;1;1;1;;;;;;1;;;1
Я0307    ;Водитель погрузчика (транспортный цех);Транспортный цех;1;;;;1;1;1;;;;;;1;;;1
Я0305    ;Инженер по безопасности дорожного движения;Транспортный цех;;;;;1;1;1;;;;;;1;;;1
Я0349    ;Механик (транспортный цех);Транспортный цех;;;;;1;1;1;;;;;;1;;;1
Я0225    ;Механик по ремонту транспорта;Транспортный цех;;;;;1;1;1;;;;;;1;;;1
1066     ;Руководитель транспортного цеха;Транспортный цех;;;;;1;1;1;;;;;;1;;;1
1054     ;Слесарь по ремонту автомобилей;Транспортный цех;;;;;1;1;1;;;;;;1;;;1
Я0226    ;Слесарь по ремонту автомобилей (эл. часть);Транспортный цех;;;;;1;1;1;;;;;;1;;;1
Я0408    ;Тракторист;Транспортный цех;;;;;1;1;1;;;;;;1;;;1
Я0360    ;Директор по информационному управлению;Управление цепочками поставок;1;;1;1;1;1;1;;1;1;;1;1;1;1;1
Я0367    ;Директор по операционному управлению;Управление цепочками поставок;1;;1;1;1;1;1;;1;1;;1;1;1;1;1
Я0311    ;Грузчик (участок обвалки и жиловки);Участок обвалки и жиловки отделения производства полуфабрикатов сырьевого цеха;;;;;;;1;;;;;1;1;;;1
1004     ;Жиловщик мяса и субпродуктов;Участок обвалки и жиловки отделения производства полуфабрикатов сырьевого цеха;;;;;;;1;;;;;1;1;;;1
45       ;Обвальщик мяса;Участок обвалки и жиловки отделения производства полуфабрикатов сырьевого цеха;;;;;;;1;;;;;1;1;;;1
1065     ;Распиловщик мясопродуктов;Участок обвалки и жиловки отделения производства полуфабрикатов сырьевого цеха;;;;;;;1;;;;;1;1;;;1
8886.-2  ;Резчик мясопродуктов (участок обвалки и жиловки);Участок обвалки и жиловки отделения производства полуфабрикатов сырьевого цеха;;;;;;;1;;;;;1;1;;;1
Я0371    ;Транспортировщик;Участок обвалки и жиловки отделения производства полуфабрикатов сырьевого цеха;;;;;;;1;;;;;1;1;;;1
Я0370    ;Транспортировщик (дефростер);Участок обвалки и жиловки отделения производства полуфабрикатов сырьевого цеха;;;;;;;1;;;;;1;1;;;1
1111     ;Изготовитель мясных полуфабрикатов;Участок производства мясных полуфабрикатов отделения производства полуфабрикатов сырьевого цеха;;;;;;;1;;;;;1;1;;;1
10002    ;Оператор линии в производстве пищевой продукции;Участок производства мясных полуфабрикатов отделения производства полуфабрикатов сырьевого цеха;;;;;;;1;;;;;1;1;;;1
К99      ;Оператор-контролер;Участок производства мясных полуфабрикатов отделения производства полуфабрикатов сырьевого цеха;;;;;;;1;;;;;1;1;;;1
К34-2    ;Составитель  фарша (участок стандартизации);Участок стандартизации сырья отделения производства полуфабрикатов сырьевого цеха;;;;;;;1;;;;;1;1;;;1
Я0362    ;Руководитель цеха;Цех производства колбасных изделий и деликатесов;;;;;;;1;;;;;1;1;;;1
1015     ;Инженер- электрик;Электроучасток отдела главного энергетика;1;;1;1;1;1;1;1;;1;1;1;1;1;1;1
Я0218    ;Старший электромонтер по ремонту и обслуживанию электрооборудования;Электроучасток отдела главного энергетика;1;;1;1;1;1;1;1;;1;1;1;1;1;1;1
1003     ;Электромонтер по ремонту и обслуживанию электрооборудования.;Электроучасток отдела главного энергетика;1;;1;1;1;1;1;1;;1;1;1;1;1;1;1
1093     ;Электрослесарь по ремонту оборудования;Электроучасток отдела главного энергетика;1;;1;1;1;1;1;1;;1;1;1;1;1;1;1
Я0201    ;Дог. Администратор( сменный);;;;;;;;1;;;;;;1;1;;1
К46      ;Дог. Администратор( сменный);;;;;;;;1;;;;;;1;1;;1
К47      ;Дог. Ветврач;;;;1;;;;1;;;;;1;1;1;;1
К48      ;Дог. Грузчик  склад1;;;;;;1;;1;;1;;;;1;;;1
К49      ;Дог. Грузчик деликатесы и сырокопчения;;;;;;;;1;;;;;1;1;;;1
К50      ;Дог. Грузчик жиловки и обвалки (дефростер);;;;;;;;1;;;;;1;1;;;1
К51      ;Дог. Грузчик на обвалке;;;;;;;;1;;;;;1;1;;;1
К52      ;Дог. Грузчик отделения колб изделий;;;;;;;;1;;;;;1;1;;;1
К54      ;Дог. Грузчик отделения упаковки ГП;;;;1;;;;1;;;;;;1;;;1
К55      ;Дог. Грузчик склад2;;;;;1;1;;1;;;1;;;1;;1;1
К56      ;Дог. Грузчик склад5;;;;;;1;;1;;;;;;1;;;1
К60      ;Дог. Грузчик термичка;;;;;;;;1;;;;;1;1;;;1
К83      ;Дог. Грузчик Убой;;;;;1;1;;1;;;;;;1;;1;1
К61      ;Дог. Грузчик участка производства мясных пф;;;;;;;;1;;;;;1;1;;;1
К62      ;Дог. Маркировщик;;;;1;;;;1;;;;;;1;;;1
К63      ;Дог. Маш. упаков.машины;;;;1;;;;1;;;;;;1;;;1
К64      ;Дог. Мед.сестра;;;;;;;;1;;;;;;1;;;1
Я0180    ;Дог. Мерчендайзер;;;;;;;;1;;;;;;1;;;1
К65      ;Дог. Обр. мяс.п/туш;;;;;;;;1;;;;;1;1;;;1
К66      ;Дог. Обраб.ветсанб(окк);;;;;;1;;1;;;;;1;;;;1
К68      ;Дог. Оператор - контролер;;;;;;;;1;;;;;1;1;;;1
К84      ;Дог. Оператор моечной машины;;;;;;1;1;1;;;;;;1;1;;1
К82      ;Дог. Приёмщик скота;;;;;;1;;1;;1;;;;1;;;1
К85      ;Дог. Разборщик субпродуктов;;;;;1;1;;1;;;;;;1;;1;1
К71      ;Дог. Распиловщик м/п(обвал);;;;;;;;1;;;;;1;1;;;1
Я0173    ;Дог. Сортировщик;;;;;;;;1;;;;;1;1;;;1
К72      ;Дог. Уборщица ОКК;;;;;1;1;;1;;;;;1;1;;;1
К74      ;Дог. укладчик-упаковщик;;;;;;;;1;;;;;;1;1;;1
К76      ;Дог. Фаршесоставитель;;;;;;;;1;;;;;1;1;;;1
Я0334    ;Заместитель генерального директора по персоналу (по дов. № 24-Д от 13.01.2015 г.);;1;;1;;1;1;1;;;;;1;1;1;;1
Я0409    ;Руководитель отдела кадрового делопроизводства (по доверен. № 28-Д от 12.01.2016 г.);;1;;;;;;1;;;;;;1;;;1
Я0035    ;Старший мастер;;;;1;;;;1;;;;;1;1;1;;1
Я0169    ;Старший мастер;;;;1;;;;1;;;;;1;1;1;;1
003Р     ;Супервайзер ;;1;;;;;;1;;;;;;1;;;1
